선거구명,선거구역
남 동 구 을 선 거 구,만수2동
남 동 구 을 선 거 구,만수3동
남 동 구 을 선 거 구,만수4동
남 동 구 을 선 거 구,만수5동
남 동 구 을 선 거 구,만수6동
남 동 구 을 선 거 구,장수서창동
남 동 구 을 선 거 구,서창2동
부 평 구 갑 선 거 구,부평1동
부 평 구 갑 선 거 구,부평2동
부 평 구 갑 선 거 구,부평3동
부 평 구 갑 선 거 구,부평4동
부 평 구 갑 선 거 구,부평5동
부 평 구 갑 선 거 구,부평6동
부 평 구 갑 선 거 구,산곡3동
부 평 구 갑 선 거 구,산곡4동
부 평 구 갑 선 거 구,부개1동
부 평 구 갑 선 거 구,일신동
부 평 구 갑 선 거 구,십정1동
부 평 구 갑 선 거 구,십정2동
부 평 구 을 선 거 구,산곡1동
부 평 구 을 선 거 구,산곡2동
부 평 구 을 선 거 구,청천1동
부 평 구 을 선 거 구,청천2동
부 평 구 을 선 거 구,갈산1동
부 평 구 을 선 거 구,갈산2동
부 평 구 을 선 거 구,삼산1동
부 평 구 을 선 거 구,삼산2동
부 평 구 을 선 거 구,부개2동
부 평 구 을 선 거 구,부개3동
계 양 구 갑 선 거 구,효성1동
계 양 구 갑 선 거 구,효성2동
계 양 구 갑 선 거 구,계산1동
계 양 구 갑 선 거 구,계산3동
계 양 구 갑 선 거 구,작전1동
계 양 구 갑 선 거 구,작전2동
계 양 구 을 선 거 구,계산2동
계 양 구 을 선 거 구,계산4동
계 양 구 을 선 거 구,작전서운동
계 양 구 을 선 거 구,계양1동
계 양 구 을 선 거 구,계양2동
계 양 구 을 선 거 구,계양3동
서 구 갑 선 거 구,가정1동
서 구 갑 선 거 구,가정2동
서 구 갑 선 거 구,가정3동
서 구 갑 선 거 구,신현원창동
서 구 갑 선 거 구,석남1동
서 구 갑 선 거 구,석남2동
서 구 갑 선 거 구,석남3동
서 구 갑 선 거 구,가좌1동
서 구 갑 선 거 구,가좌2동
서 구 갑 선 거 구,가좌3동
서 구 갑 선 거 구,가좌4동
서 구 을 선 거 구,검암경서동
서 구 을 선 거 구,연희동
서 구 을 선 거 구,청라1동
서 구 을 선 거 구,청라2동
서 구 을 선 거 구,청라3동
서 구 병 선 거 구,검단동
서 구 병 선 거 구,불로대곡동
서 구 병 선 거 구,원당동
서 구 병 선 거 구,당하동
서 구 병 선 거 구,오류왕길동
서 구 병 선 거 구,마전동
서 구 병 선 거 구,아라동
광주광역시(지역구 : 8),
동구남구갑선거구,남구봉선1동
동구남구갑선거구,봉선2동
동구남구갑선거구,월산동
동구남구갑선거구,월산4동
동구남구갑선거구,월산5동
동구남구갑선거구,주월1동
동구남구갑선거구,주월2동
동구남구갑선거구,진월동
동구남구갑선거구,효덕동
동구남구갑선거구,송암동
동구남구갑선거구,대촌동
동구남구을선거구,남구양림동
동구남구을선거구,방림1동
동구남구을선거구,방림2동
동구남구을선거구,사직동
동구남구을선거구,백운1동
동구남구을선거구,백운2동
동구남구을선거구,동구
서 구 갑 선 거 구,양동
서 구 갑 선 거 구,양3동
서 구 갑 선 거 구,농성1동
서 구 갑 선 거 구,농성2동
서 구 갑 선 거 구,광천동
서 구 갑 선 거 구,유덕동
서 구 갑 선 거 구,치평동
서 구 갑 선 거 구,상무1동
서 구 갑 선 거 구,화정1동
서 구 갑 선 거 구,화정2동
서 구 갑 선 거 구,동천동
서 구 을 선 거 구,화정3동
서 구 을 선 거 구,화정4동
서 구 을 선 거 구,서창동
서 구 을 선 거 구,금호1동
서 구 을 선 거 구,금호2동
서 구 을 선 거 구,풍암동
서 구 을 선 거 구,상무2동
북 구 갑 선 거 구,중흥1동
북 구 갑 선 거 구,중흥동
북 구 갑 선 거 구,중앙동
북 구 갑 선 거 구,임동
북 구 갑 선 거 구,신안동
북 구 갑 선 거 구,우산동
북 구 갑 선 거 구,풍향동
북 구 갑 선 거 구,문화동
북 구 갑 선 거 구,문흥1동
북 구 갑 선 거 구,문흥2동
북 구 갑 선 거 구,두암1동
북 구 갑 선 거 구,두암2동
북 구 갑 선 거 구,두암3동
북 구 갑 선 거 구,오치1동
북 구 갑 선 거 구,오치2동
북 구 갑 선 거 구,석곡동
북 구 을 선 거 구,용봉동
북 구 을 선 거 구,운암1동
북 구 을 선 거 구,운암2동
북 구 을 선 거 구,운암3동
북 구 을 선 거 구,동림동
북 구 을 선 거 구,삼각동
북 구 을 선 거 구,일곡동
북 구 을 선 거 구,매곡동
북 구 을 선 거 구,건국동
북 구 을 선 거 구,양산동
북 구 을 선 거 구,신용동
광 산 구 갑 선 거 구,송정1동
광 산 구 갑 선 거 구,송정2동
광 산 구 갑 선 거 구,도산동
광 산 구 갑 선 거 구,신흥동
광 산 구 갑 선 거 구,어룡동
광 산 구 갑 선 거 구,우산동
광 산 구 갑 선 거 구,월곡1동
광 산 구 갑 선 거 구,월곡2동
광 산 구 갑 선 거 구,운남동
광 산 구 갑 선 거 구,동곡동
광 산 구 갑 선 거 구,평동
광 산 구 갑 선 거 구,삼도동
광 산 구 갑 선 거 구,본량동
광 산 구 을 선 거 구,비아동
광 산 구 을 선 거 구,첨단1동
광 산 구 을 선 거 구,첨단2동
광 산 구 을 선 거 구,신가동
광 산 구 을 선 거 구,신창동
광 산 구 을 선 거 구,수완동
광 산 구 을 선 거 구,하남동
광 산 구 을 선 거 구,임곡동
대전광역시(지역구 : 7),
동 구 선 거 구,동구
중 구 선 거 구,중구
서 구 갑 선 거 구,복수동
서 구 갑 선 거 구,도마1동
서 구 갑 선 거 구,도마2동
서 구 갑 선 거 구,정림동
서 구 갑 선 거 구,변동
서 구 갑 선 거 구,괴정동
서 구 갑 선 거 구,가장동
서 구 갑 선 거 구,내동
서 구 갑 선 거 구,가수원동
서 구 갑 선 거 구,도안동
서 구 갑 선 거 구,관저1동
서 구 갑 선 거 구,관저2동
서 구 갑 선 거 구,기성동
서 구 을 선 거 구,용문동
서 구 을 선 거 구,탄방동
서 구 을 선 거 구,둔산1동
서 구 을 선 거 구,둔산2동
서 구 을 선 거 구,둔산3동
서 구 을 선 거 구,갈마1동
서 구 을 선 거 구,갈마2동
서 구 을 선 거 구,월평1동
서 구 을 선 거 구,월평2동
서 구 을 선 거 구,월평3동
서 구 을 선 거 구,만년동
유 성 구 갑 선 거 구,진잠동
유 성 구 갑 선 거 구,학하동
유 성 구 갑 선 거 구,온천1동
유 성 구 갑 선 거 구,온천2동
유 성 구 갑 선 거 구,노은1동
유 성 구 갑 선 거 구,원신흥동
유 성 구 갑 선 거 구,상대동
유 성 구 을 선 거 구,노은2동
유 성 구 을 선 거 구,노은3동
유 성 구 을 선 거 구,신성동
유 성 구 을 선 거 구,전민동
유 성 구 을 선 거 구,구즉동
유 성 구 을 선 거 구,관평동
대 덕 구 선 거 구,대덕구
울산광역시(지역구 : 6),
중 구 선 거 구,중구
남 구 갑 선 거 구,신정1동
남 구 갑 선 거 구,신정2동
남 구 갑 선 거 구,신정3동
남 구 갑 선 거 구,신정4동
남 구 갑 선 거 구,신정5동
남 구 갑 선 거 구,삼호동
남 구 갑 선 거 구,무거동
남 구 갑 선 거 구,옥동
남 구 을 선 거 구,달동
남 구 을 선 거 구,삼산동
남 구 을 선 거 구,야음장생포동
남 구 을 선 거 구,대현동
남 구 을 선 거 구,수암동
남 구 을 선 거 구,선암동
동 구 선 거 구,동구
북 구 선 거 구,북구
울 주 군 선 거 구,울주군
세종특별자치시(지역구 : 2),
"세종특별자치시갑
선 거 구",부강면
"세종특별자치시갑
선 거 구",금남면
"세종특별자치시갑
선 거 구",장군면
"세종특별자치시갑
선 거 구",한솔동
"세종특별자치시갑
선 거 구",새롬동
"세종특별자치시갑
선 거 구",나성동
"세종특별자치시갑
선 거 구",다정동
"세종특별자치시갑
선 거 구",도담동
"세종특별자치시갑
선 거 구",어진동
"세종특별자치시갑
선 거 구",소담동
"세종특별자치시갑
선 거 구",반곡동
"세종특별자치시갑
선 거 구",보람동
"세종특별자치시갑
선 거 구",대평동
"세종특별자치시을
선 거 구",조치원읍
"세종특별자치시을
선 거 구",연기면
"세종특별자치시을
선 거 구",연동면
"세종특별자치시을
선 거 구",연서면
"세종특별자치시을
선 거 구",전의면
"세종특별자치시을
선 거 구",전동면
"세종특별자치시을
선 거 구",소정면
"세종특별자치시을
선 거 구",해밀동
"세종특별자치시을
선 거 구",아름동
"세종특별자치시을
선 거 구",종촌동
"세종특별자치시을
선 거 구",고운동
경기도(지역구 : 60),
수 원 시 갑 선 거 구,수원시장안구파장동
수 원 시 갑 선 거 구,정자1동
수 원 시 갑 선 거 구,정자2동
수 원 시 갑 선 거 구,정자3동
수 원 시 갑 선 거 구,영화동
수 원 시 갑 선 거 구,송죽동
수 원 시 갑 선 거 구,조원1동
수 원 시 갑 선 거 구,조원2동
수 원 시 갑 선 거 구,연무동
수 원 시 을 선 거 구,수원시장안구율천동
수 원 시 을 선 거 구,수원시권선구평동
수 원 시 을 선 거 구,서둔동
수 원 시 을 선 거 구,구운동
수 원 시 을 선 거 구,금곡동
수 원 시 을 선 거 구,호매실동
수 원 시 을 선 거 구,입북동
수 원 시 병 선 거 구,수원시권선구세류1동
수 원 시 병 선 거 구,수원시팔달구
수 원 시 정 선 거 구,수원시영통구매탄1동
수 원 시 정 선 거 구,매탄2동
수 원 시 정 선 거 구,매탄3동
수 원 시 정 선 거 구,매탄4동
수 원 시 정 선 거 구,원천동
수 원 시 정 선 거 구,광교1동
수 원 시 정 선 거 구,광교2동
수 원 시 정 선 거 구,영통1동
수 원 시 무 선 거 구,수원시권선구세류2동
수 원 시 무 선 거 구,세류3동
수 원 시 무 선 거 구,권선1동
수 원 시 무 선 거 구,권선2동
수 원 시 무 선 거 구,곡선동
수 원 시 무 선 거 구,수원시영통구영통2동
수 원 시 무 선 거 구,영통3동
수 원 시 무 선 거 구,망포1동
수 원 시 무 선 거 구,망포2동
성남시수정구선거구,성남시수정구
성남시중원구선거구,성남시중원구
"성 남 시 분 당 구 갑
선 거 구",성남시분당구서현1동
"성 남 시 분 당 구 갑
선 거 구",서현2동
"성 남 시 분 당 구 갑
선 거 구",이매1동
"성 남 시 분 당 구 갑
선 거 구",이매2동
"성 남 시 분 당 구 갑
선 거 구",야탑1동
"성 남 시 분 당 구 갑
선 거 구",야탑2동
"성 남 시 분 당 구 갑
선 거 구",야탑3동
"성 남 시 분 당 구 갑
선 거 구",판교동
"성 남 시 분 당 구 갑
선 거 구",삼평동
"성 남 시 분 당 구 갑
선 거 구",백현동
"성 남 시 분 당 구 갑
선 거 구",운중동
"성 남 시 분 당 구 을
선 거 구",성남시분당구분당동
"성 남 시 분 당 구 을
선 거 구",수내1동
"성 남 시 분 당 구 을
선 거 구",수내2동
"성 남 시 분 당 구 을
선 거 구",수내3동
"성 남 시 분 당 구 을
선 거 구",정자동
"성 남 시 분 당 구 을
선 거 구",정자1동
"성 남 시 분 당 구 을
선 거 구",정자2동
"성 남 시 분 당 구 을
선 거 구",정자3동
"성 남 시 분 당 구 을
선 거 구",금곡동
"성 남 시 분 당 구 을
선 거 구",구미1동
"성 남 시 분 당 구 을
선 거 구",구미동
의정부시갑선거구,의정부1동
의정부시갑선거구,의정부2동
의정부시갑선거구,호원1동
의정부시갑선거구,호원2동
의정부시갑선거구,가능동
의정부시갑선거구,흥선동
의정부시갑선거구,녹양동
의정부시을선거구,장암동
의정부시을선거구,신곡1동
의정부시을선거구,신곡2동
의정부시을선거구,송산1동
의정부시을선거구,송산2동
의정부시을선거구,송산3동
의정부시을선거구,자금동
안양시만안구선거구,안양시만안구
"안 양 시 동 안 구 갑
선 거 구",안양시동안구비산1동
"안 양 시 동 안 구 갑
선 거 구",비산2동
"안 양 시 동 안 구 갑
선 거 구",비산3동
"안 양 시 동 안 구 갑
선 거 구",부흥동
"안 양 시 동 안 구 갑
선 거 구",달안동
"안 양 시 동 안 구 갑
선 거 구",관양동
"안 양 시 동 안 구 갑
선 거 구",인덕원동
"안 양 시 동 안 구 갑
선 거 구",부림동
"안 양 시 동 안 구 을
선 거 구",안양시동안구평촌동
"안 양 시 동 안 구 을
선 거 구",평안동
"안 양 시 동 안 구 을
선 거 구",귀인동
"안 양 시 동 안 구 을
선 거 구",호계1동
"안 양 시 동 안 구 을
선 거 구",호계2동
"안 양 시 동 안 구 을
선 거 구",호계3동
"안 양 시 동 안 구 을
선 거 구",범계동
"안 양 시 동 안 구 을
선 거 구",신촌동
"안 양 시 동 안 구 을
선 거 구",갈산동
부 천 시 갑 선 거 구,부천시원미구심곡1동
부 천 시 갑 선 거 구,심곡2동
부 천 시 갑 선 거 구,심곡3동
부 천 시 갑 선 거 구,원미1동
부 천 시 갑 선 거 구,원미2동
부 천 시 갑 선 거 구,춘의동
부 천 시 갑 선 거 구,도당동
부 천 시 갑 선 거 구,부천시오정구
부 천 시 을 선 거 구,부천시원미구약대동
부 천 시 을 선 거 구,중동
부 천 시 을 선 거 구,중1동
부 천 시 을 선 거 구,중2동
부 천 시 을 선 거 구,중3동
부 천 시 을 선 거 구,중4동
부 천 시 을 선 거 구,상동
부 천 시 을 선 거 구,상1동
부 천 시 을 선 거 구,상2동
부 천 시 을 선 거 구,상3동
부 천 시 병 선 거 구,부천시원미구소사동
부 천 시 병 선 거 구,역곡1동
부 천 시 병 선 거 구,역곡2동
부 천 시 병 선 거 구,부천시소사구
광 명 시 갑 선 거 구,광명1동
광 명 시 갑 선 거 구,광명2동
광 명 시 갑 선 거 구,광명3동
광 명 시 갑 선 거 구,광명4동
광 명 시 갑 선 거 구,광명5동
광 명 시 갑 선 거 구,광명6동
광 명 시 갑 선 거 구,광명7동
광 명 시 갑 선 거 구,철산1동
광 명 시 갑 선 거 구,철산2동
광 명 시 갑 선 거 구,철산3동
광 명 시 갑 선 거 구,철산4동
광 명 시 갑 선 거 구,학온동
광 명 시 을 선 거 구,하안1동
광 명 시 을 선 거 구,하안2동
광 명 시 을 선 거 구,하안3동
광 명 시 을 선 거 구,하안4동
광 명 시 을 선 거 구,소하1동
광 명 시 을 선 거 구,소하2동
광 명 시 을 선 거 구,일직동
평 택 시 갑 선 거 구,진위면
평 택 시 갑 선 거 구,서탄면
평 택 시 갑 선 거 구,중앙동
평 택 시 갑 선 거 구,서정동
평 택 시 갑 선 거 구,송탄동
평 택 시 갑 선 거 구,지산동
평 택 시 갑 선 거 구,송북동
평 택 시 갑 선 거 구,신장1동
평 택 시 갑 선 거 구,신장2동
평 택 시 갑 선 거 구,통복동
평 택 시 갑 선 거 구,세교동
평 택 시 을 선 거 구,팽성읍
평 택 시 을 선 거 구,안중읍
평 택 시 을 선 거 구,포승읍
평 택 시 을 선 거 구,청북읍
평 택 시 을 선 거 구,고덕면
평 택 시 을 선 거 구,오성면
평 택 시 을 선 거 구,현덕면
평 택 시 을 선 거 구,고덕동
평 택 시 병 선 거 구,신평동
평 택 시 병 선 거 구,원평동
평 택 시 병 선 거 구,비전1동
평 택 시 병 선 거 구,비전2동
평 택 시 병 선 거 구,용이동
평 택 시 병 선 거 구,동삭동
"동 두 천 시 양 주 시
연 천 군 갑 선 거 구",양주시백석읍
"동 두 천 시 양 주 시
연 천 군 갑 선 거 구",광적면
"동 두 천 시 양 주 시
연 천 군 갑 선 거 구",장흥면
"동 두 천 시 양 주 시
연 천 군 갑 선 거 구",양주1동
"동 두 천 시 양 주 시
연 천 군 갑 선 거 구",양주2동
"동 두 천 시 양 주 시
연 천 군 갑 선 거 구",회천1동
"동 두 천 시 양 주 시
연 천 군 갑 선 거 구",회천2동
"동 두 천 시 양 주 시
연 천 군 갑 선 거 구",회천3동
"동 두 천 시 양 주 시
연 천 군 갑 선 거 구",옥정1동
"동 두 천 시 양 주 시
연 천 군 갑 선 거 구",옥정2동
"동 두 천 시 양 주 시
연 천 군 을 선 거 구",양주시은현면
"동 두 천 시 양 주 시
연 천 군 을 선 거 구",남면
"동 두 천 시 양 주 시
연 천 군 을 선 거 구",동두천시
"동 두 천 시 양 주 시
연 천 군 을 선 거 구",연천군
안 산 시 갑 선 거 구,안산시상록구사동
안 산 시 갑 선 거 구,사이동
안 산 시 갑 선 거 구,해양동
안 산 시 갑 선 거 구,본오1동
안 산 시 갑 선 거 구,본오2동
안 산 시 갑 선 거 구,본오3동
안 산 시 갑 선 거 구,반월동
안 산 시 을 선 거 구,안산시상록구일동
안 산 시 을 선 거 구,이동
안 산 시 을 선 거 구,부곡동
안 산 시 을 선 거 구,월피동
안 산 시 을 선 거 구,성포동
안 산 시 을 선 거 구,안산동
안 산 시 을 선 거 구,안산시단원구고잔동
안 산 시 을 선 거 구,중앙동
안 산 시 을 선 거 구,호수동
안 산 시 병 선 거 구,안산시단원구와동
안 산 시 병 선 거 구,원곡동
안 산 시 병 선 거 구,백운동
안 산 시 병 선 거 구,신길동
안 산 시 병 선 거 구,초지동
안 산 시 병 선 거 구,선부1동
안 산 시 병 선 거 구,선부2동
안 산 시 병 선 거 구,선부3동
안 산 시 병 선 거 구,대부동
고 양 시 갑 선 거 구,고양시덕양구주교동
고 양 시 갑 선 거 구,원신동
고 양 시 갑 선 거 구,흥도동
고 양 시 갑 선 거 구,성사1동
고 양 시 갑 선 거 구,성사2동
고 양 시 갑 선 거 구,고양동
고 양 시 갑 선 거 구,관산동
고 양 시 갑 선 거 구,화정1동
고 양 시 갑 선 거 구,화정2동
고 양 시 갑 선 거 구,고양시일산동구식사동
고 양 시 을 선 거 구,고양시덕양구효자동
고 양 시 을 선 거 구,삼송1동
고 양 시 을 선 거 구,삼송2동
고 양 시 을 선 거 구,창릉동
고 양 시 을 선 거 구,능곡동
고 양 시 을 선 거 구,행주동
고 양 시 을 선 거 구,행신1동
고 양 시 을 선 거 구,행신2동
고 양 시 을 선 거 구,행신3동
고 양 시 을 선 거 구,행신4동
고 양 시 을 선 거 구,화전동
고 양 시 을 선 거 구,대덕동
고 양 시 병 선 거 구,고양시일산동구중산1동
고 양 시 병 선 거 구,중산2동
고 양 시 병 선 거 구,정발산동
고 양 시 병 선 거 구,풍산동
고 양 시 병 선 거 구,백석1동
고 양 시 병 선 거 구,백석2동
고 양 시 병 선 거 구,마두1동
고 양 시 병 선 거 구,마두2동
고 양 시 병 선 거 구,장항1동
고 양 시 병 선 거 구,장항2동
고 양 시 병 선 거 구,고봉동
고 양 시 병 선 거 구,고양시일산서구일산2동
고 양 시 정 선 거 구,고양시일산서구일산1동
고 양 시 정 선 거 구,일산3동
고 양 시 정 선 거 구,탄현1동
고 양 시 정 선 거 구,탄현2동
고 양 시 정 선 거 구,주엽1동
고 양 시 정 선 거 구,주엽2동
고 양 시 정 선 거 구,대화동
고 양 시 정 선 거 구,송포동
고 양 시 정 선 거 구,덕이동
고 양 시 정 선 거 구,가좌동
의왕시과천시선거구,의왕시
의왕시과천시선거구,과천시
구 리 시 선 거 구,구리시
남양주시갑선거구,화도읍
남양주시갑선거구,수동면
남양주시갑선거구,호평동
남양주시갑선거구,평내동
남양주시을선거구,진접읍
남양주시을선거구,오남읍
남양주시을선거구,별내면
남양주시을선거구,별내동
남양주시병선거구,와부읍
남양주시병선거구,진건읍
남양주시병선거구,퇴계원읍
남양주시병선거구,조안면
남양주시병선거구,금곡동
남양주시병선거구,양정동
남양주시병선거구,다산1동
남양주시병선거구,다산2동
오 산 시 선 거 구,오산시
시 흥 시 갑 선 거 구,대야동
시 흥 시 갑 선 거 구,신천동
시 흥 시 갑 선 거 구,신현동
시 흥 시 갑 선 거 구,은행동
시 흥 시 갑 선 거 구,매화동
시 흥 시 갑 선 거 구,목감동
시 흥 시 갑 선 거 구,과림동
시 흥 시 갑 선 거 구,연성동
시 흥 시 갑 선 거 구,장곡동
시 흥 시 을 선 거 구,군자동
시 흥 시 을 선 거 구,정왕본동
시 흥 시 을 선 거 구,정왕1동
시 흥 시 을 선 거 구,정왕2동
시 흥 시 을 선 거 구,정왕3동
시 흥 시 을 선 거 구,정왕4동
시 흥 시 을 선 거 구,거북섬동
시 흥 시 을 선 거 구,배곧1동
시 흥 시 을 선 거 구,배곧2동
시 흥 시 을 선 거 구,능곡동
시 흥 시 을 선 거 구,월곶동
군 포 시 선 거 구,군포시
하 남 시 갑 선 거 구,천현동
하 남 시 갑 선 거 구,신장1동
하 남 시 갑 선 거 구,신장2동
하 남 시 갑 선 거 구,덕풍1동
하 남 시 갑 선 거 구,덕풍2동
하 남 시 갑 선 거 구,감북동
하 남 시 갑 선 거 구,감일동
하 남 시 갑 선 거 구,위례동
하 남 시 갑 선 거 구,춘궁동
하 남 시 갑 선 거 구,초이동
하 남 시 을 선 거 구,덕풍3동
하 남 시 을 선 거 구,미사1동
하 남 시 을 선 거 구,미사2동
하 남 시 을 선 거 구,미사3동
용 인 시 갑 선 거 구,용인시처인구
용 인 시 을 선 거 구,용인시기흥구신갈동
용 인 시 을 선 거 구,영덕1동
용 인 시 을 선 거 구,영덕2동
용 인 시 을 선 거 구,구갈동
용 인 시 을 선 거 구,상갈동
용 인 시 을 선 거 구,보라동
용 인 시 을 선 거 구,기흥동
용 인 시 을 선 거 구,서농동
용 인 시 을 선 거 구,동백2동
용 인 시 을 선 거 구,상하동
용 인 시 병 선 거 구,용인시수지구풍덕천1동
용 인 시 병 선 거 구,풍덕천2동
용 인 시 병 선 거 구,신봉동
용 인 시 병 선 거 구,동천동
용 인 시 병 선 거 구,상현1동
용 인 시 병 선 거 구,상현3동
용 인 시 병 선 거 구,성복동
용 인 시 정 선 거 구,용인시기흥구구성동
용 인 시 정 선 거 구,마북동
용 인 시 정 선 거 구,동백1동
용 인 시 정 선 거 구,동백3동
용 인 시 정 선 거 구,보정동
용 인 시 정 선 거 구,용인시수지구죽전1동
용 인 시 정 선 거 구,죽전2동
용 인 시 정 선 거 구,죽전3동
용 인 시 정 선 거 구,상현2동
파 주 시 갑 선 거 구,교하동
파 주 시 갑 선 거 구,운정1동
파 주 시 갑 선 거 구,운정2동
파 주 시 갑 선 거 구,운정3동
파 주 시 갑 선 거 구,운정4동
파 주 시 갑 선 거 구,운정5동
파 주 시 갑 선 거 구,운정6동
파 주 시 을 선 거 구,문산읍
파 주 시 을 선 거 구,조리읍
파 주 시 을 선 거 구,법원읍
파 주 시 을 선 거 구,파주읍
파 주 시 을 선 거 구,광탄면
파 주 시 을 선 거 구,탄현면
파 주 시 을 선 거 구,월롱면
파 주 시 을 선 거 구,적성면
파 주 시 을 선 거 구,파평면
파 주 시 을 선 거 구,장단면
파 주 시 을 선 거 구,금촌1동
파 주 시 을 선 거 구,금촌2동
파 주 시 을 선 거 구,금촌3동
이 천 시 선 거 구,이천시
안 성 시 선 거 구,안성시
김 포 시 갑 선 거 구,고촌읍
김 포 시 갑 선 거 구,김포본동
김 포 시 갑 선 거 구,사우동
