선거구명,선거구역
김 포 시 갑 선 거 구,풍무동
김 포 시 갑 선 거 구,장기동
김 포 시 을 선 거 구,통진읍
김 포 시 을 선 거 구,양촌읍
김 포 시 을 선 거 구,대곶면
김 포 시 을 선 거 구,월곶면
김 포 시 을 선 거 구,하성면
김 포 시 을 선 거 구,장기본동
김 포 시 을 선 거 구,구래동
김 포 시 을 선 거 구,마산동
김 포 시 을 선 거 구,운양동
화 성 시 갑 선 거 구,우정읍
화 성 시 갑 선 거 구,향남읍
화 성 시 갑 선 거 구,남양읍
화 성 시 갑 선 거 구,매송면
화 성 시 갑 선 거 구,비봉면
화 성 시 갑 선 거 구,마도면
화 성 시 갑 선 거 구,송산면
화 성 시 갑 선 거 구,서신면
화 성 시 갑 선 거 구,팔탄면
화 성 시 갑 선 거 구,장안면
화 성 시 갑 선 거 구,양감면
화 성 시 갑 선 거 구,정남면
화 성 시 갑 선 거 구,새솔동
화 성 시 을 선 거 구,동탄4동
화 성 시 을 선 거 구,동탄6동
화 성 시 을 선 거 구,동탄7동
화 성 시 을 선 거 구,동탄8동
화 성 시 을 선 거 구,동탄9동
화 성 시 병 선 거 구,봉담읍
화 성 시 병 선 거 구,진안동
화 성 시 병 선 거 구,병점1동
화 성 시 병 선 거 구,병점2동
화 성 시 병 선 거 구,기배동
화 성 시 병 선 거 구,화산동
화 성 시 정 선 거 구,반월동
화 성 시 정 선 거 구,동탄1동
화 성 시 정 선 거 구,동탄2동
화 성 시 정 선 거 구,동탄3동
화 성 시 정 선 거 구,동탄5동
광 주 시 갑 선 거 구,퇴촌면
광 주 시 갑 선 거 구,남종면
광 주 시 갑 선 거 구,남한산성면
광 주 시 갑 선 거 구,경안동
광 주 시 갑 선 거 구,쌍령동
광 주 시 갑 선 거 구,송정동
광 주 시 갑 선 거 구,탄벌동
광 주 시 갑 선 거 구,광남1동
광 주 시 갑 선 거 구,광남2동
광 주 시 을 선 거 구,초월읍
광 주 시 을 선 거 구,곤지암읍
광 주 시 을 선 거 구,도척면
광 주 시 을 선 거 구,오포1동
광 주 시 을 선 거 구,오포2동
광 주 시 을 선 거 구,신현동
광 주 시 을 선 거 구,능평동
포천시가평군선거구,포천시
포천시가평군선거구,가평군
여주시양평군선거구,여주시
여주시양평군선거구,양평군
강원특별자치도(지역구 : 8),
"춘천시철원군화천군
양 구 군 갑 선 거 구",춘천시동산면
"춘천시철원군화천군
양 구 군 갑 선 거 구",신동면
"춘천시철원군화천군
양 구 군 갑 선 거 구",남면
"춘천시철원군화천군
양 구 군 갑 선 거 구",동내면
"춘천시철원군화천군
양 구 군 갑 선 거 구",남산면
"춘천시철원군화천군
양 구 군 갑 선 거 구",교동
"춘천시철원군화천군
양 구 군 갑 선 거 구",조운동
"춘천시철원군화천군
양 구 군 갑 선 거 구",약사명동
"춘천시철원군화천군
양 구 군 갑 선 거 구",근화동
"춘천시철원군화천군
양 구 군 갑 선 거 구",소양동
"춘천시철원군화천군
양 구 군 갑 선 거 구",후평1동
"춘천시철원군화천군
양 구 군 갑 선 거 구",후평2동
"춘천시철원군화천군
양 구 군 갑 선 거 구",후평3동
"춘천시철원군화천군
양 구 군 갑 선 거 구",효자1동
"춘천시철원군화천군
양 구 군 갑 선 거 구",효자2동
"춘천시철원군화천군
양 구 군 갑 선 거 구",효자3동
"춘천시철원군화천군
양 구 군 갑 선 거 구",석사동
"춘천시철원군화천군
양 구 군 갑 선 거 구",퇴계동
"춘천시철원군화천군
양 구 군 갑 선 거 구",강남동
"춘천시철원군화천군
양 구 군 을 선 거 구",춘천시신북읍
"춘천시철원군화천군
양 구 군 을 선 거 구",동면
"춘천시철원군화천군
양 구 군 을 선 거 구",서면
"춘천시철원군화천군
양 구 군 을 선 거 구",사북면
"춘천시철원군화천군
양 구 군 을 선 거 구",북산면
"춘천시철원군화천군
양 구 군 을 선 거 구",신사우동
"춘천시철원군화천군
양 구 군 을 선 거 구",철원군
"춘천시철원군화천군
양 구 군 을 선 거 구",화천군
"춘천시철원군화천군
양 구 군 을 선 거 구",양구군
원 주 시 갑 선 거 구,문막읍
원 주 시 갑 선 거 구,호저면
원 주 시 갑 선 거 구,지정면
원 주 시 갑 선 거 구,부론면
원 주 시 갑 선 거 구,귀래면
원 주 시 갑 선 거 구,중앙동
원 주 시 갑 선 거 구,원인동
원 주 시 갑 선 거 구,일산동
원 주 시 갑 선 거 구,학성동
원 주 시 갑 선 거 구,단계동
원 주 시 갑 선 거 구,우산동
원 주 시 갑 선 거 구,태장1동
원 주 시 갑 선 거 구,태장2동
원 주 시 갑 선 거 구,무실동
원 주 시 을 선 거 구,소초면
원 주 시 을 선 거 구,흥업면
원 주 시 을 선 거 구,판부면
원 주 시 을 선 거 구,신림면
원 주 시 을 선 거 구,개운동
원 주 시 을 선 거 구,명륜1동
원 주 시 을 선 거 구,명륜2동
원 주 시 을 선 거 구,단구동
원 주 시 을 선 거 구,봉산동
원 주 시 을 선 거 구,행구동
원 주 시 을 선 거 구,반곡관설동
강 릉 시 선 거 구,강릉시
"동해시태백시삼척시
정 선 군 선 거 구",동해시
"동해시태백시삼척시
정 선 군 선 거 구",태백시
"동해시태백시삼척시
정 선 군 선 거 구",삼척시
"동해시태백시삼척시
정 선 군 선 거 구",정선군
"속초시인제군고성군
양 양 군 선 거 구",속초시
"속초시인제군고성군
양 양 군 선 거 구",인제군
"속초시인제군고성군
양 양 군 선 거 구",고성군
"속초시인제군고성군
양 양 군 선 거 구",양양군
"홍천군횡성군영월군
평 창 군 선 거 구",홍천군
"홍천군횡성군영월군
평 창 군 선 거 구",횡성군
"홍천군횡성군영월군
평 창 군 선 거 구",영월군
"홍천군횡성군영월군
평 창 군 선 거 구",평창군
충청북도(지역구 : 8),
청주시상당구선거구,청주시상당구
청주시서원구선거구,청주시서원구
청주시흥덕구선거구,청주시흥덕구
청주시청원구선거구,청주시청원구
충 주 시 선 거 구,충주시
제천시단양군선거구,제천시
제천시단양군선거구,단양군
"보은군옥천군영동군
괴 산 군 선 거 구",보은군
"보은군옥천군영동군
괴 산 군 선 거 구",옥천군
"보은군옥천군영동군
괴 산 군 선 거 구",영동군
"보은군옥천군영동군
괴 산 군 선 거 구",괴산군
"증평군진천군음성군
선 거 구",증평군
"증평군진천군음성군
선 거 구",진천군
"증평군진천군음성군
선 거 구",음성군
충청남도(지역구 : 11),
천 안 시 갑 선 거 구,천안시동남구목천읍
천 안 시 갑 선 거 구,북면
천 안 시 갑 선 거 구,성남면
천 안 시 갑 선 거 구,수신면
천 안 시 갑 선 거 구,병천면
천 안 시 갑 선 거 구,동면
천 안 시 갑 선 거 구,중앙동
천 안 시 갑 선 거 구,문성동
천 안 시 갑 선 거 구,원성1동
천 안 시 갑 선 거 구,원성2동
천 안 시 갑 선 거 구,봉명동
천 안 시 갑 선 거 구,일봉동
천 안 시 갑 선 거 구,청룡동
천 안 시 갑 선 거 구,신안동
천 안 시 갑 선 거 구,천안시서북구성정1동
천 안 시 갑 선 거 구,성정2동
천 안 시 을 선 거 구,천안시서북구성환읍
천 안 시 을 선 거 구,성거읍
천 안 시 을 선 거 구,직산읍
천 안 시 을 선 거 구,입장면
천 안 시 을 선 거 구,백석동
천 안 시 을 선 거 구,부성1동
천 안 시 을 선 거 구,부성2동
천 안 시 병 선 거 구,천안시동남구풍세면
천 안 시 병 선 거 구,광덕면
천 안 시 병 선 거 구,신방동
천 안 시 병 선 거 구,천안시서북구쌍용1동
천 안 시 병 선 거 구,쌍용2동
천 안 시 병 선 거 구,쌍용3동
천 안 시 병 선 거 구,불당1동
천 안 시 병 선 거 구,불당2동
"공주시부여군청양군
선 거 구",공주시
"공주시부여군청양군
선 거 구",부여군
"공주시부여군청양군
선 거 구",청양군
보령시서천군선거구,보령시
보령시서천군선거구,서천군
아 산 시 갑 선 거 구,선장면
아 산 시 갑 선 거 구,도고면
아 산 시 갑 선 거 구,신창면
아 산 시 갑 선 거 구,온양1동
아 산 시 갑 선 거 구,온양2동
아 산 시 갑 선 거 구,온양3동
아 산 시 갑 선 거 구,온양4동
아 산 시 갑 선 거 구,온양5동
아 산 시 갑 선 거 구,온양6동
아 산 시 을 선 거 구,염치읍
아 산 시 을 선 거 구,배방읍
아 산 시 을 선 거 구,송악면
아 산 시 을 선 거 구,탕정면
아 산 시 을 선 거 구,음봉면
아 산 시 을 선 거 구,둔포면
아 산 시 을 선 거 구,영인면
아 산 시 을 선 거 구,인주면
서산시태안군선거구,서산시
서산시태안군선거구,태안군
"논산시계룡시금산군
선 거 구",논산시
"논산시계룡시금산군
선 거 구",계룡시
"논산시계룡시금산군
선 거 구",금산군
당 진 시 선 거 구,당진시
홍성군예산군선거구,홍성군
홍성군예산군선거구,예산군
전북특별자치도(지역구 : 10),
전 주 시 갑 선 거 구,전주시완산구중앙동
전 주 시 갑 선 거 구,풍남동
전 주 시 갑 선 거 구,노송동
전 주 시 갑 선 거 구,완산동
전 주 시 갑 선 거 구,동서학동
전 주 시 갑 선 거 구,서서학동
전 주 시 갑 선 거 구,중화산1동
전 주 시 갑 선 거 구,중화산2동
전 주 시 갑 선 거 구,평화1동
전 주 시 갑 선 거 구,평화2동
전 주 시 갑 선 거 구,전주시덕진구인후1동
전 주 시 갑 선 거 구,인후2동
전 주 시 갑 선 거 구,인후3동
전 주 시 을 선 거 구,전주시완산구서신동
전 주 시 을 선 거 구,삼천1동
전 주 시 을 선 거 구,삼천2동
전 주 시 을 선 거 구,삼천3동
전 주 시 을 선 거 구,효자1동
전 주 시 을 선 거 구,효자2동
전 주 시 을 선 거 구,효자3동
전 주 시 을 선 거 구,효자4동
전 주 시 을 선 거 구,효자5동
전 주 시 병 선 거 구,전주시덕진구진북동
전 주 시 병 선 거 구,덕진동
전 주 시 병 선 거 구,금암1동
전 주 시 병 선 거 구,금암2동
전 주 시 병 선 거 구,팔복동
전 주 시 병 선 거 구,우아1동
전 주 시 병 선 거 구,우아2동
전 주 시 병 선 거 구,호성동
전 주 시 병 선 거 구,송천1동
전 주 시 병 선 거 구,송천2동
전 주 시 병 선 거 구,조촌동
전 주 시 병 선 거 구,여의동
전 주 시 병 선 거 구,혁신동
"군산시김제시부안군
갑 선 거 구",군산시옥구읍
"군산시김제시부안군
갑 선 거 구",옥산면
"군산시김제시부안군
갑 선 거 구",임피면
"군산시김제시부안군
갑 선 거 구",서수면
"군산시김제시부안군
갑 선 거 구",개정면
"군산시김제시부안군
갑 선 거 구",성산면
"군산시김제시부안군
갑 선 거 구",나포면
"군산시김제시부안군
갑 선 거 구",옥도면
"군산시김제시부안군
갑 선 거 구",옥서면
"군산시김제시부안군
갑 선 거 구",해신동
"군산시김제시부안군
갑 선 거 구",월명동
"군산시김제시부안군
갑 선 거 구",신풍동
"군산시김제시부안군
갑 선 거 구",삼학동
"군산시김제시부안군
갑 선 거 구",중앙동
"군산시김제시부안군
갑 선 거 구",흥남동
"군산시김제시부안군
갑 선 거 구",조촌동
"군산시김제시부안군
갑 선 거 구",경암동
"군산시김제시부안군
갑 선 거 구",구암동
"군산시김제시부안군
갑 선 거 구",개정동
"군산시김제시부안군
갑 선 거 구",수송동
"군산시김제시부안군
갑 선 거 구",나운1동
"군산시김제시부안군
갑 선 거 구",나운2동
"군산시김제시부안군
갑 선 거 구",나운3동
"군산시김제시부안군
갑 선 거 구",소룡동
"군산시김제시부안군
갑 선 거 구",미성동
"군산시김제시부안군
을 선 거 구",군산시회현면
"군산시김제시부안군
을 선 거 구",대야면
"군산시김제시부안군
을 선 거 구",김제시
"군산시김제시부안군
을 선 거 구",부안군
익 산 시 갑 선 거 구,함열읍
익 산 시 갑 선 거 구,오산면
익 산 시 갑 선 거 구,황등면
익 산 시 갑 선 거 구,함라면
익 산 시 갑 선 거 구,삼기면
익 산 시 갑 선 거 구,중앙동
익 산 시 갑 선 거 구,평화동
익 산 시 갑 선 거 구,인화동
익 산 시 갑 선 거 구,마동
익 산 시 갑 선 거 구,남중동
익 산 시 갑 선 거 구,모현동
익 산 시 갑 선 거 구,송학동
익 산 시 갑 선 거 구,신동
익 산 시 갑 선 거 구,영등2동
익 산 시 을 선 거 구,웅포면
익 산 시 을 선 거 구,성당면
익 산 시 을 선 거 구,용안면
익 산 시 을 선 거 구,낭산면
익 산 시 을 선 거 구,망성면
익 산 시 을 선 거 구,여산면
익 산 시 을 선 거 구,금마면
익 산 시 을 선 거 구,왕궁면
익 산 시 을 선 거 구,춘포면
익 산 시 을 선 거 구,용동면
익 산 시 을 선 거 구,동산동
익 산 시 을 선 거 구,영등1동
익 산 시 을 선 거 구,어양동
익 산 시 을 선 거 구,팔봉동
익 산 시 을 선 거 구,삼성동
정읍시고창군선거구,정읍시
정읍시고창군선거구,고창군
"남원시장수군임실군
순 창 군 선 거 구",남원시
"남원시장수군임실군
순 창 군 선 거 구",장수군
"남원시장수군임실군
순 창 군 선 거 구",임실군
"남원시장수군임실군
순 창 군 선 거 구",순창군
"완주군진안군무주군
선 거 구",완주군
"완주군진안군무주군
선 거 구",진안군
"완주군진안군무주군
선 거 구",무주군
전라남도(지역구 : 10),
목 포 시 선 거 구,목포시
여 수 시 갑 선 거 구,돌산읍
여 수 시 갑 선 거 구,남면
여 수 시 갑 선 거 구,화정면
여 수 시 갑 선 거 구,삼산면
여 수 시 갑 선 거 구,동문동
여 수 시 갑 선 거 구,한려동
여 수 시 갑 선 거 구,중앙동
여 수 시 갑 선 거 구,충무동
여 수 시 갑 선 거 구,광림동
여 수 시 갑 선 거 구,서강동
여 수 시 갑 선 거 구,대교동
여 수 시 갑 선 거 구,국동
여 수 시 갑 선 거 구,월호동
여 수 시 갑 선 거 구,여서동
여 수 시 갑 선 거 구,문수동
여 수 시 갑 선 거 구,미평동
여 수 시 갑 선 거 구,둔덕동
여 수 시 갑 선 거 구,만덕동
여 수 시 갑 선 거 구,삼일동
여 수 시 갑 선 거 구,묘도동
여 수 시 을 선 거 구,소라면
여 수 시 을 선 거 구,율촌면
여 수 시 을 선 거 구,화양면
여 수 시 을 선 거 구,쌍봉동
여 수 시 을 선 거 구,시전동
여 수 시 을 선 거 구,여천동
여 수 시 을 선 거 구,주삼동
"순천시광양시곡성군
구 례 군 갑 선 거 구",순천시승주읍
"순천시광양시곡성군
구 례 군 갑 선 거 구",서면
"순천시광양시곡성군
구 례 군 갑 선 거 구",황전면
"순천시광양시곡성군
구 례 군 갑 선 거 구",월등면
"순천시광양시곡성군
구 례 군 갑 선 거 구",주암면
"순천시광양시곡성군
구 례 군 갑 선 거 구",송광면
"순천시광양시곡성군
구 례 군 갑 선 거 구",외서면
"순천시광양시곡성군
구 례 군 갑 선 거 구",낙안면
"순천시광양시곡성군
구 례 군 갑 선 거 구",별량면
"순천시광양시곡성군
구 례 군 갑 선 거 구",상사면
"순천시광양시곡성군
구 례 군 갑 선 거 구",향동
"순천시광양시곡성군
구 례 군 갑 선 거 구",매곡동
"순천시광양시곡성군
구 례 군 갑 선 거 구",삼산동
"순천시광양시곡성군
구 례 군 갑 선 거 구",조곡동
"순천시광양시곡성군
구 례 군 갑 선 거 구",덕연동
"순천시광양시곡성군
구 례 군 갑 선 거 구",풍덕동
"순천시광양시곡성군
구 례 군 갑 선 거 구",남제동
"순천시광양시곡성군
구 례 군 갑 선 거 구",저전동
"순천시광양시곡성군
구 례 군 갑 선 거 구",장천동
"순천시광양시곡성군
구 례 군 갑 선 거 구",중앙동
"순천시광양시곡성군
구 례 군 갑 선 거 구",도사동
"순천시광양시곡성군
구 례 군 갑 선 거 구",왕조1동
"순천시광양시곡성군
구 례 군 갑 선 거 구",왕조2동
"순천시광양시곡성군
구 례 군 을 선 거 구",순천시해룡면
"순천시광양시곡성군
구 례 군 을 선 거 구",광양시
"순천시광양시곡성군
구 례 군 을 선 거 구",곡성군
"순천시광양시곡성군
구 례 군 을 선 거 구",구례군
나주시화순군선거구,나주시
나주시화순군선거구,화순군
"담양군함평군영광군
장 성 군 선 거 구",담양군
"담양군함평군영광군
장 성 군 선 거 구",함평군
"담양군함평군영광군
장 성 군 선 거 구",영광군
"담양군함평군영광군
장 성 군 선 거 구",장성군
"고흥군보성군장흥군
강 진 군 선 거 구",고흥군
"고흥군보성군장흥군
강 진 군 선 거 구",보성군
"고흥군보성군장흥군
강 진 군 선 거 구",장흥군
"고흥군보성군장흥군
강 진 군 선 거 구",강진군
"해남군완도군진도군
선 거 구",해남군
"해남군완도군진도군
선 거 구",완도군
"해남군완도군진도군
선 거 구",진도군
"영암군무안군신안군
선 거 구",영암군
"영암군무안군신안군
선 거 구",무안군
"영암군무안군신안군
선 거 구",신안군
경상북도(지역구 : 13),
포항시북구선거구,포항시북구
"포항시남구울릉군
선 거 구",포항시남구
"포항시남구울릉군
선 거 구",울릉군
경 주 시 선 거 구,경주시
김 천 시 선 거 구,김천시
안동시예천군선거구,안동시
안동시예천군선거구,예천군
구 미 시 갑 선 거 구,송정동
구 미 시 갑 선 거 구,원평동
구 미 시 갑 선 거 구,지산동
구 미 시 갑 선 거 구,도량동
구 미 시 갑 선 거 구,선주원남동
구 미 시 갑 선 거 구,형곡1동
구 미 시 갑 선 거 구,형곡2동
구 미 시 갑 선 거 구,공단동
구 미 시 갑 선 거 구,광평동
구 미 시 갑 선 거 구,상모사곡동
구 미 시 갑 선 거 구,임오동
구 미 시 갑 선 거 구,신평1동
구 미 시 갑 선 거 구,신평2동
구 미 시 갑 선 거 구,비산동
구 미 시 을 선 거 구,선산읍
구 미 시 을 선 거 구,고아읍
구 미 시 을 선 거 구,산동읍
구 미 시 을 선 거 구,무을면
구 미 시 을 선 거 구,옥성면
구 미 시 을 선 거 구,도개면
구 미 시 을 선 거 구,해평면
구 미 시 을 선 거 구,장천면
구 미 시 을 선 거 구,인동동
구 미 시 을 선 거 구,진미동
구 미 시 을 선 거 구,양포동
"영주시영양군봉화군
선 거 구",영주시
"영주시영양군봉화군
선 거 구",영양군
"영주시영양군봉화군
선 거 구",봉화군
영천시청도군선거구,영천시
영천시청도군선거구,청도군
상주시문경시선거구,상주시
상주시문경시선거구,문경시
경 산 시 선 거 구,경산시
"의성군청송군영덕군
울 진 군 선 거 구",의성군
"의성군청송군영덕군
울 진 군 선 거 구",청송군
"의성군청송군영덕군
울 진 군 선 거 구",영덕군
"의성군청송군영덕군
울 진 군 선 거 구",울진군
"고령군성주군칠곡군
선 거 구",고령군
"고령군성주군칠곡군
선 거 구",성주군
"고령군성주군칠곡군
선 거 구",칠곡군
경상남도(지역구 : 16),
창원시의창구선거구,창원시의창구
창원시성산구선거구,창원시성산구
"창원시마산합포구
선 거 구",창원시마산합포구
"창원시마산회원구
선 거 구",창원시마산회원구
창원시진해구선거구,창원시진해구
진 주 시 갑 선 거 구,문산읍
진 주 시 갑 선 거 구,내동면
진 주 시 갑 선 거 구,정촌면
진 주 시 갑 선 거 구,금곡면
진 주 시 갑 선 거 구,명석면
진 주 시 갑 선 거 구,대평면
진 주 시 갑 선 거 구,수곡면
진 주 시 갑 선 거 구,천전동
진 주 시 갑 선 거 구,성북동
진 주 시 갑 선 거 구,평거동
진 주 시 갑 선 거 구,신안동
진 주 시 갑 선 거 구,이현동
진 주 시 갑 선 거 구,판문동
진 주 시 갑 선 거 구,가호동
진 주 시 갑 선 거 구,충무공동
진 주 시 을 선 거 구,진성면
진 주 시 을 선 거 구,일반성면
진 주 시 을 선 거 구,이반성면
진 주 시 을 선 거 구,사봉면
진 주 시 을 선 거 구,지수면
진 주 시 을 선 거 구,대곡면
진 주 시 을 선 거 구,금산면
진 주 시 을 선 거 구,집현면
진 주 시 을 선 거 구,미천면
진 주 시 을 선 거 구,중앙동
진 주 시 을 선 거 구,상봉동
진 주 시 을 선 거 구,상대동
진 주 시 을 선 거 구,하대동
진 주 시 을 선 거 구,상평동
진 주 시 을 선 거 구,초장동
통영시고성군선거구,통영시
통영시고성군선거구,고성군
"사천시남해군하동군
선 거 구",사천시
"사천시남해군하동군
선 거 구",남해군
"사천시남해군하동군
선 거 구",하동군
김 해 시 갑 선 거 구,진영읍
김 해 시 갑 선 거 구,한림면
김 해 시 갑 선 거 구,생림면
김 해 시 갑 선 거 구,상동면
김 해 시 갑 선 거 구,대동면
김 해 시 갑 선 거 구,동상동
김 해 시 갑 선 거 구,회현동
김 해 시 갑 선 거 구,부원동
김 해 시 갑 선 거 구,북부동
김 해 시 갑 선 거 구,활천동
김 해 시 갑 선 거 구,삼안동
김 해 시 갑 선 거 구,불암동
김 해 시 을 선 거 구,주촌면
김 해 시 을 선 거 구,진례면
김 해 시 을 선 거 구,내외동
김 해 시 을 선 거 구,칠산서부동
김 해 시 을 선 거 구,장유1동
김 해 시 을 선 거 구,장유2동
김 해 시 을 선 거 구,장유3동
"밀양시의령군함안군
창 녕 군 선 거 구",밀양시
"밀양시의령군함안군
창 녕 군 선 거 구",의령군
"밀양시의령군함안군
창 녕 군 선 거 구",함안군
"밀양시의령군함안군
창 녕 군 선 거 구",창녕군
거 제 시 선 거 구,거제시
양 산 시 갑 선 거 구,물금읍
양 산 시 갑 선 거 구,원동면
양 산 시 갑 선 거 구,상북면
양 산 시 갑 선 거 구,하북면
양 산 시 갑 선 거 구,중앙동
양 산 시 갑 선 거 구,삼성동
양 산 시 갑 선 거 구,강서동
양 산 시 을 선 거 구,동면
양 산 시 을 선 거 구,양주동
양 산 시 을 선 거 구,서창동
양 산 시 을 선 거 구,소주동
양 산 시 을 선 거 구,평산동
양 산 시 을 선 거 구,덕계동
"산청군함양군거창군
합 천 군 선 거 구",산청군
"산청군함양군거창군
합 천 군 선 거 구",함양군
"산청군함양군거창군
합 천 군 선 거 구",거창군
"산청군함양군거창군
합 천 군 선 거 구",합천군
제주특별자치도(지역구 : 3),
제 주 시 갑 선 거 구,한림읍
제 주 시 갑 선 거 구,애월읍
제 주 시 갑 선 거 구,한경면
제 주 시 갑 선 거 구,추자면
제 주 시 갑 선 거 구,삼도1동
제 주 시 갑 선 거 구,삼도2동
제 주 시 갑 선 거 구,용담1동
제 주 시 갑 선 거 구,용담2동
제 주 시 갑 선 거 구,오라동
제 주 시 갑 선 거 구,연동
제 주 시 갑 선 거 구,노형동
제 주 시 갑 선 거 구,외도동
제 주 시 갑 선 거 구,이호동
제 주 시 갑 선 거 구,도두동
제 주 시 을 선 거 구,구좌읍
제 주 시 을 선 거 구,조천읍
제 주 시 을 선 거 구,우도면
제 주 시 을 선 거 구,일도1동
제 주 시 을 선 거 구,일도2동
제 주 시 을 선 거 구,이도1동
제 주 시 을 선 거 구,이도2동
제 주 시 을 선 거 구,건입동
제 주 시 을 선 거 구,화북동
제 주 시 을 선 거 구,삼양동
제 주 시 을 선 거 구,봉개동
제 주 시 을 선 거 구,아라동
서 귀 포 시 선 거 구,서귀포시
